Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Male,Country,Timestamp,Clicked on Ad,Continent
81.1,29,61172.07,216.49,1,El Salvador,2016-07-08 03:47:41,0,North America
41.7,39,42898.21,126.95,0,China,2016-05-27 05:35:27,1,Asia
73.94,27,68333.01,173.49,0,Myanmar,2016-02-10 13:46:35,0,Asia
58.35,37,70232.95,132.63,0,Macao,2016-06-12 21:21:53,1,Asia
51.56,46,63102.19,124.85,0,Australia,2016-01-07 13:58:51,1,Oceania
79.81,37,51847.26,253.17,0,United States Virgin Islands,2016-05-13 14:12:39,0,North America
66.17,26,63580.22,228.7,0,Mexico,2016-05-02 00:01:56,0,North America
58.21,37,47575.44,105.94,0,Djibouti,2016-02-07 17:06:35,1,Africa
66.12,49,39031.89,113.8,0,Cote d'Ivoire,2016-02-15 07:27:41,1,Africa
80.47,42,70505.06,215.18,1,Mali,2016-02-21 05:23:28,0,Africa
77.05,31,62161.26,236.64,0,Jamaica,2016-03-20 22:27:25,0,North America
49.99,41,61068.26,121.07,0,Romania,2016-03-24 09:34:00,1,Europe
80.3,58,49090.51,173.43,0,Cayman Islands,2016-04-04 20:01:12,1,North America
79.36,33,62330.75,234.72,1,Gambia,2016-01-02 04:50:44,0,Africa
57.86,30,18819.34,166.86,0,Algeria,2016-07-08 17:14:01,1,Africa
70.29,26,62053.37,231.37,1,Puerto Rico,2016-03-28 19:48:37,0,North America
84.53,33,61922.06,215.18,1,Norfolk Island,2016-07-11 09:32:53,0,Oceania
59.13,44,49525.37,106.04,1,Turkey,2016-06-09 17:11:02,1,Asia
81.51,41,53412.32,250.03,0,Guinea,2016-05-19 09:30:12,0,Africa
42.94,37,56681.65,130.4,1,Moldova,2016-04-12 12:35:39,1,Europe
84.81,32,43299.63,233.93,1,Greece,2016-07-04 23:17:47,0,Europe
82.79,34,47997.75,132.08,0,American Samoa,2016-02-01 00:52:29,1,Oceania
59.22,55,39131.53,126.39,1,Honduras,2016-01-13 02:39:00,1,North America
35.0,40,46033.73,151.25,1,Mongolia,2016-06-18 16:02:34,1,Asia
46.61,42,65856.74,136.18,0,Ethiopia,2016-01-01 20:17:49,1,Africa
63.26,29,54787.37,120.46,1,Ethiopia,2016-03-02 04:02:45,1,Africa
79.16,32,69562.46,202.9,1,Sri Lanka,2016-03-30 20:23:48,0,Asia
67.94,43,68447.17,128.16,0,Morocco,2016-05-01 00:23:13,1,Africa
79.91,32,62772.42,230.18,1,United Arab Emirates,2016-06-17 03:02:55,0,Asia
66.14,41,78092.95,165.27,0,Western Sahara,2016-03-23 08:52:31,0,Africa
43.65,39,63649.04,138.87,0,Western Sahara,2016-05-08 22:24:27,1,Africa
59.61,21,60637.62,198.45,1,Cambodia,2016-04-06 05:55:43,0,Asia
46.61,52,27241.11,156.99,0,New Zealand,2016-04-05 05:54:15,1,Oceania
89.37,34,42760.22,162.03,1,Australia,2016-04-16 12:26:31,0,Oceania
65.1,49,59457.52,118.1,1,Bulgaria,2016-06-01 03:44:42,1,Europe
53.44,42,42907.89,108.17,1,Libyan Arab Jamahiriya,2016-04-04 22:00:15,1,Africa
79.53,51,46132.18,244.91,0,Barbados,2016-06-26 04:22:26,0,North America
91.43,39,46964.11,209.91,1,French Polynesia,2016-07-07 03:55:01,0,Oceania
73.57,30,70377.23,212.38,0,Uruguay,2016-03-20 08:22:50,0,South America
78.76,32,70012.83,208.02,1,Uruguay,2016-04-20 10:04:29,0,South America
76.49,23,56457.01,181.11,0,Brazil,2016-03-25 05:05:27,0,South America
61.72,26,67279.06,218.49,0,Venezuela,2016-02-14 07:15:37,0,South America
84.53,35,54773.99,236.29,0,Myanmar,2016-03-26 00:32:02,0,Asia
72.03,34,70783.94,230.95,1,Malta,2016-07-05 22:33:48,0,Europe
77.47,36,70510.59,222.91,1,Jamaica,2016-03-14 03:29:12,0,North America
75.65,39,64021.55,247.9,1,Bahrain,2016-05-30 02:34:25,0,Asia
78.15,33,72042.85,194.37,0,Algeria,2016-03-07 22:32:15,0,Africa
63.8,38,36037.33,108.7,1,Tuvalu,2016-03-19 00:27:58,1,Oceania
76.59,29,67526.92,211.64,0,Georgia,2016-06-18 05:17:33,0,Europe
42.6,55,55121.65,168.29,0,Cambodia,2016-07-11 18:12:43,1,Asia
78.77,28,63497.62,211.83,0,Guam,2016-01-01 08:27:06,0,Oceania
83.4,39,60879.48,235.01,0,Tanzania,2016-04-07 01:57:38,0,Africa
79.53,33,61467.33,236.72,0,Indonesia,2016-02-28 22:02:14,0,Asia
73.89,35,70495.64,229.99,1,Somalia,2016-06-26 17:25:55,0,Africa
75.8,36,71222.4,224.9,0,Belize,2016-01-21 04:30:43,0,North America
81.95,31,64698.58,208.76,1,Serbia,2016-05-01 21:46:37,0,Europe
56.39,58,32252.38,154.23,0,Australia,2016-02-14 10:06:49,1,Oceania
44.73,35,55316.97,127.56,1,Guam,2016-01-27 18:25:42,1,Oceania
38.35,33,47447.89,145.48,1,Christmas Island,2016-06-16 20:24:33,1,Asia
72.53,37,73474.82,223.93,0,Papua New Guinea,2016-07-21 10:01:50,0,Oceania
56.2,49,53549.94,114.85,1,Bahamas,2016-04-21 18:31:27,1,North America
79.67,28,58576.12,226.79,0,Comoros,2016-07-20 01:56:33,0,Africa
75.42,26,63373.7,164.25,1,Western Sahara,2016-02-26 17:14:14,0,Africa
78.64,31,60283.47,235.28,1,Nicaragua,2016-01-16 17:56:05,0,North America
67.69,44,37345.34,109.22,0,Guam,2016-04-01 01:57:12,1,Oceania
38.35,41,34886.01,144.69,1,Vanuatu,2016-06-24 08:42:20,1,Oceania
59.52,44,67511.86,251.08,1,Bolivia,2016-05-27 18:45:35,0,South America
62.26,37,77988.71,166.19,0,Malawi,2016-05-26 15:40:12,0,Africa
64.75,36,63001.03,117.66,0,Venezuela,2016-04-06 01:19:08,1,South America
79.97,26,61747.98,185.45,1,Nepal,2016-01-08 19:38:45,0,Asia
47.9,42,48467.68,114.53,0,United Kingdom,2016-02-24 19:08:11,1,Europe
80.38,30,55130.96,238.06,0,Albania,2016-03-10 07:07:31,0,Europe
64.51,42,79484.8,190.71,1,Madagascar,2016-04-29 07:49:01,0,Africa
71.28,37,67307.43,246.72,1,Guyana,2016-04-10 16:08:09,0,South America
50.32,40,27964.6,125.65,0,Yemen,2016-04-27 18:25:30,1,Asia
72.76,33,66431.87,240.63,1,India,2016-05-10 04:28:55,0,Asia
72.8,35,63551.67,249.54,0,Puerto Rico,2016-01-03 23:21:26,0,North America
74.59,23,40135.06,158.35,1,United States Virgin Islands,2016-02-15 16:52:04,1,North America
46.66,45,49101.67,118.16,0,Antigua and Barbuda,2016-03-09 02:07:17,1,North America
48.86,54,53188.69,134.46,0,French Guiana,2016-01-09 17:33:03,1,South America
37.05,39,49742.83,142.81,1,Antigua and Barbuda,2016-02-03 05:47:09,1,North America
81.21,36,63394.41,233.04,0,Turkmenistan,2016-01-02 09:30:11,0,Asia
66.89,23,64433.99,208.24,1,Honduras,2016-01-04 07:28:43,0,North America
68.11,38,73884.48,231.21,0,Seychelles,2016-01-07 21:21:50,0,Africa
69.15,46,36424.94,112.72,0,Cyprus,2016-07-24 00:22:16,1,Europe
65.72,36,28275.48,120.12,0,Saint Pierre and Miquelon,2016-02-13 13:57:53,1,North America
40.04,27,48098.86,161.58,0,Poland,2016-05-08 10:25:08,1,Europe
68.6,33,68448.94,135.08,0,Taiwan,2016-02-17 18:50:57,1,Asia
56.16,25,66429.84,164.25,1,Cote d'Ivoire,2016-01-22 19:43:53,1,Africa
78.6,46,41768.13,254.59,1,Micronesia,2016-07-20 13:21:37,0,Oceania
78.29,38,57844.96,252.07,0,Liberia,2016-01-05 20:58:42,0,Africa
43.83,45,35684.82,129.01,0,Saudi Arabia,2016-01-29 05:39:16,1,Asia
77.31,32,62792.43,238.1,0,Nepal,2016-06-17 20:18:27,0,Asia
39.86,28,51171.23,161.24,0,Ghana,2016-02-23 13:55:48,1,Africa
66.77,25,58847.07,141.13,0,Iran,2016-07-09 11:18:02,1,Asia
57.2,42,57739.03,110.66,0,New Zealand,2016-03-19 11:09:36,1,Oceania
73.15,25,64631.22,211.12,1,Libyan Arab Jamahiriya,2016-01-29 07:14:04,0,Africa
82.07,24,50337.93,193.97,0,Sri Lanka,2016-06-14 07:02:09,0,Asia
49.84,38,67781.31,135.24,1,United Arab Emirates,2016-05-18 03:19:03,1,Asia
43.97,36,68863.95,156.97,1,Indonesia,2016-01-30 09:54:03,1,Asia
77.25,27,55901.12,231.38,1,Saint Vincent and the Grenadines,2016-04-25 16:58:50,0,North America
74.84,37,64775.1,246.44,1,Mongolia,2016-01-14 16:30:38,0,Asia
83.53,36,67686.16,204.56,0,Honduras,2016-07-06 05:34:52,0,North America
38.63,48,57777.11,222.11,0,Papua New Guinea,2016-04-07 10:51:05,1,Oceania
84.0,48,46868.53,136.21,1,Kyrgyz Republic,2016-04-17 05:08:52,1,Asia
52.13,50,40926.93,118.27,1,Ethiopia,2016-01-28 17:03:54,1,Africa
71.83,40,22205.74,135.48,1,Rwanda,2016-02-18 22:42:33,1,Africa
78.36,24,58920.44,196.77,1,Kyrgyz Republic,2016-06-24 21:09:58,0,Asia
50.18,35,63006.14,127.82,1,Grenada,2016-06-20 04:24:41,1,North America
64.67,51,24316.61,138.35,1,Togo,2016-02-14 16:33:29,1,Africa
69.5,26,68348.99,203.84,0,Pakistan,2016-02-27 13:51:44,0,Asia
65.22,30,66263.37,240.09,1,Falkland Islands (Malvinas),2016-05-07 15:16:07,0,South America
62.06,40,63493.6,116.27,1,Jersey,2016-03-16 20:10:53,1,Europe
84.29,30,56984.09,160.33,1,Cayman Islands,2016-06-26 02:06:59,1,North America
32.91,37,51691.55,181.02,0,South Africa,2016-07-17 14:26:04,1,Africa
39.5,31,49911.25,148.19,1,Micronesia,2016-01-28 16:42:36,1,Oceania
75.19,31,33502.57,245.76,1,Tajikistan,2016-06-16 18:04:51,0,Asia
76.21,31,65834.97,228.94,1,Bolivia,2016-06-19 23:21:38,0,South America
67.76,31,66176.97,242.59,0,Cameroon,2016-05-24 17:42:58,0,Africa
40.01,53,51463.17,161.77,0,Ecuador,2016-03-01 22:06:37,1,South America
52.7,41,41059.64,109.34,1,Zambia,2016-01-31 08:50:38,1,Africa
68.41,38,61428.18,259.76,0,Guinea-Bissau,2016-04-30 15:27:22,0,Africa
35.55,39,51593.46,151.18,0,Micronesia,2016-01-13 20:38:35,1,Oceania
74.54,24,57518.73,219.75,0,Bahamas,2016-03-30 16:15:59,0,North America
81.75,24,52656.13,190.08,1,Cape Verde,2016-04-29 18:53:43,0,Africa
87.85,31,52178.98,210.27,1,French Polynesia,2016-06-14 19:48:34,0,Oceania
60.23,60,46239.14,151.54,1,Saudi Arabia,2016-07-15 15:43:36,1,Asia
87.97,35,48918.55,149.25,1,France,2016-03-24 05:38:01,0,Europe
78.17,27,65227.79,192.27,1,Burundi,2016-04-26 20:57:48,0,Africa
67.91,23,55002.05,146.8,1,Latvia,2016-01-12 03:28:31,1,Europe
85.77,27,52261.73,191.78,1,Morocco,2016-04-09 23:26:42,0,Africa
41.16,49,59448.44,150.83,1,Venezuela,2016-03-28 09:15:58,1,South America
53.54,39,47314.45,108.03,0,Palau,2016-06-23 11:05:01,1,Oceania
73.94,26,55411.06,236.15,1,Isle of Man,2016-01-24 01:53:14,0,Oceania
63.43,29,66504.16,236.75,1,Peru,2016-04-15 10:18:55,0,South America
84.59,36,47169.14,241.8,1,Belgium,2016-04-26 13:13:20,0,Europe
70.13,31,70889.68,224.98,0,Croatia,2016-05-16 23:21:06,0,Europe
40.19,37,55358.88,136.99,0,France,2016-01-18 02:51:13,1,Europe
58.95,55,56242.7,131.29,1,Slovenia,2016-06-20 08:34:46,1,Europe
35.76,51,45522.44,195.07,0,Peru,2016-07-18 04:53:22,1,South America
59.36,49,46931.03,110.84,0,Belarus,2016-07-01 01:12:04,1,Europe
91.1,40,55499.69,198.13,1,Bolivia,2016-03-07 22:51:00,0,South America
61.04,41,75805.12,149.21,0,Benin,2016-05-02 15:31:28,1,Africa
74.06,23,40345.49,225.99,0,Wallis and Futuna,2016-07-23 06:18:51,0,Oceania
64.63,45,15598.29,158.8,1,Azerbaijan,2016-06-12 03:11:04,1,Europe
81.29,28,33239.2,219.72,0,Mongolia,2016-02-15 20:41:05,0,Asia
76.07,36,68033.54,235.56,0,Denmark,2016-01-23 01:42:28,0,Europe
75.92,22,38427.66,182.65,0,Russian Federation,2016-02-26 01:18:44,0,Asia
78.35,46,53185.34,253.48,0,Brazil,2016-01-11 02:07:14,0,South America
46.14,28,39723.97,137.97,1,Ethiopia,2016-04-04 13:56:14,1,Africa
44.33,41,43386.07,120.63,0,Guyana,2016-01-14 09:27:59,1,South America
46.43,28,53922.43,137.2,1,Ethiopia,2016-04-25 03:18:45,1,Africa
66.04,27,71881.84,199.76,0,Mauritius,2016-03-05 23:02:11,0,Africa
84.31,29,47139.21,225.87,0,Djibouti,2016-01-06 21:43:22,0,Africa
83.66,38,68877.02,175.14,0,Syrian Arab Republic,2016-02-18 03:58:36,0,Africa
81.25,33,65186.58,222.35,1,Saint Martin,2016-04-16 14:15:55,0,North America
85.26,32,55424.24,224.07,1,Netherlands Antilles,2016-02-24 06:18:11,0,North America
86.53,46,46500.11,233.36,0,Greece,2016-06-29 01:19:21,0,Europe
76.44,26,58820.16,224.2,1,Madagascar,2016-01-05 06:34:20,0,Africa
52.84,43,28495.21,122.31,0,Senegal,2016-07-16 10:14:04,1,Africa
85.24,31,61840.26,182.84,1,Burkina Faso,2016-06-17 03:23:13,0,Africa
74.71,46,37908.29,258.06,1,Czech Republic,2016-06-13 11:06:40,0,Europe
82.95,39,69805.7,201.29,0,Lao People's Democratic Republic,2016-04-05 08:18:45,0,Asia
76.42,26,60315.19,223.16,1,Netherlands Antilles,2016-04-17 18:38:14,0,North America
42.04,49,67323.0,182.11,0,Qatar,2016-02-03 16:54:33,1,Asia
46.28,26,50055.33,228.78,1,Andorra,2016-04-18 21:07:28,1,Europe
48.26,50,43573.66,122.45,1,Liechtenstein,2016-06-18 22:31:22,1,Europe
71.03,55,28186.65,150.77,0,China,2016-03-12 07:18:36,1,Asia
81.37,33,66412.04,215.04,0,Vietnam,2016-01-15 01:20:05,0,Asia
58.05,32,15879.1,195.54,1,Tajikistan,2016-02-12 10:39:10,1,Asia
75.0,29,63965.16,230.36,1,Eritrea,2016-02-16 02:29:03,0,Africa
79.61,31,58342.63,235.97,0,Monaco,2016-04-04 21:23:13,0,Europe
52.56,31,33147.19,250.36,1,Israel,2016-04-24 01:48:21,1,Asia
62.18,33,65899.68,126.44,0,Hungary,2016-05-20 00:00:48,1,Europe
77.89,26,64188.5,201.54,0,Singapore,2016-05-15 03:10:50,0,Asia
66.08,61,58966.22,184.23,1,Cuba,2016-01-07 23:02:43,1,North America
89.21,33,44078.24,210.53,0,Reunion,2016-07-19 12:05:58,0,Africa
49.96,55,60968.62,151.94,1,Zambia,2016-04-04 00:02:20,1,Africa
77.44,28,65620.25,210.39,0,Gabon,2016-06-10 04:21:57,0,Africa
82.58,38,65496.78,225.23,1,Dominica,2016-03-11 14:50:56,0,North America
39.36,29,52462.04,161.79,1,Bahamas,2016-01-14 20:58:10,1,North America
47.23,38,70582.55,149.8,1,Tokelau,2016-06-22 05:22:58,1,Oceania
87.85,34,51816.27,153.01,0,Turkmenistan,2016-03-19 08:00:58,0,Asia
65.57,46,23410.75,130.86,0,Belgium,2016-04-15 15:07:17,1,Europe
78.01,26,62729.4,200.71,1,French Guiana,2016-03-28 02:29:19,0,South America
44.15,28,48867.67,141.96,1,Martinique,2016-01-22 15:03:25,1,North America
43.57,36,50971.73,125.2,1,French Polynesia,2016-06-25 17:33:35,1,Oceania
76.83,28,67990.84,192.81,0,Ecuador,2016-03-04 14:33:38,0,South America
42.06,34,43241.19,131.55,0,Puerto Rico,2016-06-29 02:48:44,1,North America
76.27,27,60082.66,226.69,1,United Arab Emirates,2016-06-18 01:42:37,0,Asia
74.27,37,65180.97,247.05,1,Burkina Faso,2016-01-31 09:57:34,0,Africa
73.27,28,67301.39,216.24,1,Luxembourg,2016-05-22 15:17:25,0,Europe
74.58,36,70701.31,230.52,0,Jamaica,2016-07-22 11:05:10,0,North America
77.5,28,60997.84,225.34,1,Antarctica (the territory South of 60 deg S),2016-07-13 14:05:22,0,Antarctica
87.16,33,60805.93,197.15,0,China,2016-02-11 11:50:26,0,Asia
87.16,37,50711.68,231.95,1,Western Sahara,2016-03-16 20:33:10,0,Africa
66.26,47,14548.06,179.04,1,Lebanon,2016-04-25 19:31:39,1,Asia
65.15,29,41335.84,117.3,0,Hong Kong,2016-07-14 22:43:29,1,Asia
68.25,33,76480.16,198.86,1,Vanuatu,2016-05-30 08:02:35,0,Oceania
73.49,38,67132.46,244.23,0,Vanuatu,2016-02-14 11:36:08,0,Oceania
39.19,54,52581.16,173.05,0,Guatemala,2016-01-23 21:15:57,1,North America
80.15,25,55195.61,214.49,0,Greenland,2016-07-18 02:51:19,0,North America
86.76,28,48679.54,189.91,0,Syrian Arab Republic,2016-02-10 08:21:13,0,Africa
73.88,29,63109.74,233.61,0,Saint Helena,2016-01-04 06:37:15,0,Africa
58.6,19,44490.09,197.93,1,Lebanon,2016-06-05 21:38:22,0,Asia
69.77,54,57667.99,132.27,0,Malta,2016-06-01 03:17:50,1,Europe
87.27,30,51824.01,204.27,1,Christmas Island,2016-03-06 06:51:23,1,Asia
77.65,28,66198.66,208.01,0,Ukraine,2016-02-26 19:35:54,0,Europe
76.02,40,73174.19,219.55,0,Malta,2016-07-13 14:30:14,0,Europe
78.84,26,56593.8,217.66,1,Italy,2016-06-29 07:20:46,0,Europe
71.33,23,31072.44,169.4,0,Japan,2016-03-15 06:54:21,1,Asia
81.9,41,66773.83,225.47,0,Mauritius,2016-06-11 06:47:55,0,Africa
46.89,48,72553.94,176.78,1,Turkey,2016-07-17 13:22:43,1,Asia
77.8,57,43708.88,152.94,0,Namibia,2016-02-14 14:38:01,1,Africa
45.44,43,48453.55,119.27,0,China,2016-05-04 05:01:37,1,Asia
69.96,31,73413.87,214.06,1,Netherlands,2016-05-20 12:17:28,0,Europe
87.35,35,58114.3,158.29,1,Gibraltar,2016-01-26 02:47:17,0,Europe
49.42,53,45465.25,128.0,1,Congo,2016-07-07 18:07:19,1,Africa
71.27,21,50147.72,216.03,1,Senegal,2016-01-11 12:46:31,0,Africa
49.19,38,61004.51,123.08,0,Hungary,2016-05-12 12:11:12,1,Europe
39.96,35,53898.89,138.52,1,Pitcairn Islands,2016-02-28 23:21:22,1,Oceania
85.01,29,59797.64,192.5,0,Slovakia (Slovak Republic),2016-05-03 16:02:50,0,Europe
68.95,51,74623.27,185.85,1,United States Virgin Islands,2016-03-15 20:19:20,0,North America
67.59,45,58677.69,113.69,0,Monaco,2016-07-23 05:21:39,1,Europe
75.71,34,62109.8,246.06,0,Portugal,2016-03-11 10:01:23,0,Europe
43.07,36,60583.02,137.63,1,Turkey,2016-02-11 20:45:46,1,Asia
39.47,43,65576.05,163.48,1,Uganda,2016-07-06 23:09:07,1,Africa
48.22,40,73882.91,214.33,0,Norfolk Island,2016-03-22 19:14:47,0,Oceania
76.76,25,50468.36,230.77,1,Niue,2016-05-26 13:28:36,0,Oceania
78.74,27,51409.45,234.75,0,Ukraine,2016-06-18 19:10:14,0,Europe
67.47,24,60514.05,225.05,1,Vanuatu,2016-03-20 07:12:52,0,Oceania
81.17,30,57195.96,231.91,1,United States Minor Outlying Islands,2016-06-03 07:00:36,0,North America
89.66,34,52802.58,171.23,1,Armenia,2016-02-03 15:15:42,0,Europe
79.6,28,56570.06,227.37,1,Sweden,2016-05-03 16:55:02,0,Europe
65.53,19,51049.47,190.17,1,Timor-Leste,2016-06-20 02:25:12,0,Asia
61.87,35,66629.61,250.2,1,French Southern Territories,2016-07-10 19:15:52,0,Antarctica
83.16,41,70185.06,194.95,0,Finland,2016-01-04 04:00:35,0,Europe
44.11,41,43111.41,121.24,1,Saint Vincent and the Grenadines,2016-04-20 16:49:15,1,North America
56.57,26,56435.6,131.98,0,Senegal,2016-01-23 13:14:18,1,Africa
83.91,29,53223.58,222.87,0,Burundi,2016-01-04 22:27:25,0,Africa
79.8,28,57179.91,229.88,1,Bahamas,2016-04-08 22:40:55,0,North America
71.23,52,41521.28,122.59,0,Sweden,2016-01-05 11:53:17,1,Europe
47.23,43,73538.09,210.87,1,Svalbard & Jan Mayen Islands,2016-03-17 22:24:02,1,Europe
82.37,30,63664.32,207.44,0,Tonga,2016-06-29 04:23:10,0,Oceania
43.63,38,61757.12,135.25,1,Korea,2016-05-25 19:45:16,1,Asia
70.9,28,71727.51,190.95,0,Kyrgyz Republic,2016-06-17 23:19:38,0,Asia
71.9,29,72203.96,193.29,1,Costa Rica,2016-04-24 07:20:16,0,North America
62.12,37,50671.6,105.86,1,Liechtenstein,2016-03-18 13:00:12,1,Europe
67.35,29,47510.42,118.69,0,Zimbabwe,2016-04-28 21:58:25,1,Africa
57.99,50,62466.1,124.58,0,Costa Rica,2016-02-12 08:46:15,1,North America
66.8,29,59683.16,248.51,0,Hungary,2016-07-11 13:23:37,1,Europe
